sku,name,categories,price,product_type,errors
DKON1967ST-RUSPDAZT1,"Ducky One 2 SF RGB Mechanical Keyboard - Red Switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",35.75,,"Product Type is invalid or not supported"
DKON2161ST-SUSPDMIWHHC2,"Ducky One 3 Mini - Silent Red Switch Hot-Swap Mechanical Keyboard - Mist Grey","PC COMPONENTS / KEYBOARDS & ACCESSORIES",44,,"Product Type is invalid or not supported"
DKON2187ST-RUSPDYDYYYC1,"Ducky One 3 Yellow TKL Hot-Swap Mech Keyboard Cherry Red","PC COMPONENTS / KEYBOARDS & ACCESSORIES",59,,"Product Type is invalid or not supported"
DKON2161ST-RUSPDDBBHHC1,"Ducky One 3/ Daybreak/ Mini/ Red switch Keyboard","PC COMPONENTS / KEYBOARDS & ACCESSORIES",47,,"Product Type is invalid or not supported"
Ducky-SH-LK,"Ducky Super Hero - Lucky (Solid Eyes)","PC COMPONENTS / KEYBOARDS & ACCESSORIES",12,,"Product Type is invalid or not supported"
DKON2187ST-CUSPDABAAAC1,"Ducky keyboard One 3 Aura Black TKL Blue switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",53,,"Product Type is invalid or not supported"
DKON2187ST-RUSPDABAAAC1,"Ducky keyboard One 3 Aura Black TKL Red switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",53,,"Product Type is invalid or not supported"
DKON2187ST-SUSPDABAAAC1,"Ducky keyboard One 3 Aura Black TKL Silent Red Switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",56,,"Product Type is invalid or not supported"
DKON2167ST-RUSPDAWWWWC1,"Ducky keyboard One 3 Aura White SF Red switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",47,,"Product Type is invalid or not supported"
DKON2187ST-CUSPDCOVVVC2,"Ducky keyboard One 3 TKL Cosmic Blue Switch","PC COMPONENTS / KEYBOARDS & ACCESSORIES",53,,"Product Type is invalid or not supported"
DKON2187ST-CUSPDMIWHHC2,"Ducky keyboard One 3 TKL Mist Blue switch English","PC COMPONENTS / KEYBOARDS & ACCESSORIES",53,,"Product Type is invalid or not supported"
DKON2187ST-RUSPDMIWHHC2,"Ducky keyboard One 3 TKL Mist Red switch English","PC COMPONENTS / KEYBOARDS & ACCESSORIES",53,,"Product Type is invalid or not supported"
10GAP9901,"ELGATO Game Capture 4K60 S+","PC COMPONENTS / CAPTURE CARD",129,,"Product Type is invalid or not supported"
10GBD9901,"ELGATO STREAM DECK+","LIFESTYLE ACCESSORIES / SMART DEVICES",84,,"Product Type is invalid or not supported"
10MAH9901,"ELGATO WAVE DX DYNAMIC MICROPHONE","ACCESSORIES / MICROPHONE & ACCESSORIES",40,,"Product Type is invalid or not supported"
ITEM20859,"EPIC Gaming PC - i5-11400F - GTX 1650 - 8GB RAM - 1TB HDD - 256GB SSD - WIFI","GAMING PC / ASSEMBLED GAMING PC",229.9,,"Product Type is invalid or not supported"
ITEM20858,"EPIC Gaming PC - i5-11400F - GTX 1660 SUPER - 16GB RAM - 1TB HDD - 512GB SSD - WIFI","GAMING PC / ASSEMBLED GAMING PC",279.9,,"Product Type is invalid or not supported"
ITEM20857,"EPIC Gaming PC - i5-11400F - RTX 3060 - 16GB RAM - 1TB HDD - 512GB SSD - WIFI","GAMING PC / ASSEMBLED GAMING PC",369.9,,"Product Type is invalid or not supported"
2GC309904002,"Elgato Chat Link Audio Capture","PC COMPONENTS / CAPTURE CARD",5,,"Product Type is invalid or not supported"
10GBC9901,"Elgato Chat Link Pro","PLAYSTATION / ACCESSORIES",7,,"Product Type is invalid or not supported"
,,"ACCESSORIES / MICROPHONE & ACCESSORIES",,,"Product Type is invalid or not supported"
10GAS9901,"Elgato Game Capture 4K60 Pro MK.2","PC COMPONENTS / CAPTURE CARD",79,,"Product Type is invalid or not supported"
10GAF9901,"Elgato Green Screen","ACCESSORIES / PANELS & SCREENS / SCREENS",69,,"Product Type is invalid or not supported"
10GAO9901,"Elgato Green Screen MT","ACCESSORIES / PANELS & SCREENS / SCREENS",69,,"Product Type is invalid or not supported"
10GAV9901,"Elgato Green Screen Mouse Mat","ACCESSORIES / MOUSEPAD",11,,"Product Type is invalid or not supported"
10LAB9901,"Elgato Key Light Air","PC COMPONENTS / LIGHTING ACCESSORIES",46,,"Product Type is invalid or not supported"
10LAA9901,"Elgato Light Strip","PC COMPONENTS / LIGHTING ACCESSORIES",21,,"Product Type is invalid or not supported"
10LAF9901,"Elgato Light Strip Connector Set","PC COMPONENTS / LIGHTING ACCESSORIES",7,,"Product Type is invalid or not supported"
10LAE9901,"Elgato Light Strip Extension","PC COMPONENTS / LIGHTING ACCESSORIES",12,,"Product Type is invalid or not supported"
10AAP9901,"Elgato Mini Mount Desktop Stand","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",25,,"Product Type is invalid or not supported"
10AAC9901,"Elgato Multi Mount Flex Arm Kit","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",15,,"Product Type is invalid or not supported"
10LAC9901,"Elgato Ring Light","LIFESTYLE ACCESSORIES / SMART LIGHTS",69,,"Product Type is invalid or not supported"
10AAG9901,"Elgato Solid Arm for Elgato Master Mount","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",11.25,,"Product Type is invalid or not supported"
10GAI9901,"Elgato Stream Deck Mini","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",35.5,,"Product Type is invalid or not supported"
10GBD9911,"Elgato Stream Deck+ - White Edition","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",84,,"Product Type is invalid or not supported"
10AAO9901,"Elgato Wall Mount","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",11,,"Product Type is invalid or not supported"
10MAF9901,"Elgato Wave Extension Rod for Elgato Wave Mic Stand","ACCESSORIES / MOUNTS & HOLDERS / DESKTOP MOUNTS",5,,"Product Type is invalid or not supported"
10AAL9901,"Elgato Wave Panels Starter Set - Blue","ACCESSORIES / PANELS & SCREENS / PANELS",45,,"Product Type is invalid or not supported"
10MAE9901,"Elgato Wave Shock Mount for Wave Microphones","ACCESSORIES / MICROPHONE & ACCESSORIES",19,,"Product Type is invalid or not supported"
10MAA9901,"Elgato Wave:1 Digital Mixing and Premium Microphone","ACCESSORIES / MICROPHONE & ACCESSORIES",46,,"Product Type is invalid or not supported"
10MAB9901,"Elgato Wave:3 Digital Mixing and Premium Microphone","ACCESSORIES / MICROPHONE & ACCESSORIES",59,,"Product Type is invalid or not supported"
03-15-0086,"Eve Spectrum 27 Inch 144Hz 4K Gaming Monitor - ES07D03 - Black","PC COMPONENTS / GAMING MONITORS",325,,"Product Type is invalid or not supported"
,"Extra Fees",,1,,"Product Type is invalid or not supported"
5030944124444,"FIFA 21 - Next Level Pal for PS5","PLAYSTATION / GAMES",19.9,,"Product Type is invalid or not supported"
CMT212B,"FSP CMT212B MID TOWER TEMPERED GLASS SIDE PANEL","PC COMPONENTS / PC CASE / MID-TOWER CASE",19,,"Product Type is invalid or not supported"
HG2-750,"FSP Hydro G PRO 750W 80 Plus Gold Full Modular ATX 12V V2.52 Active PFC Power Supply","PC COMPONENTS / POWER SUPPLY",41.5,,"Product Type is invalid or not supported"
HG2-850,"FSP Hydro G PRO 850W 80 Plus Gold Full Modular ATX 12V V2.52 Active PFC Power Supply","PC COMPONENTS / POWER SUPPLY",47,,"Product Type is invalid or not supported"
ITEM17154,"FlyDigi Stinger Mobile Game Controller 2Pcs Set",,14,,"Product Type is invalid or not supported"
,"Free delivery charges",,0,,"Product Type is invalid or not supported"
"GV-N4070AORUS M-12GD  1.0","GIGABYTE AORUS GeForce RTX 4070 MASTER 12G","PC COMPONENTS / GRAPHICS CARD",258,,"Product Type is invalid or not supported"
G27F-2,"GIGABYTE G27F-2 27 165Hz HDMI 2.0 IPS Gaming Monitor","PC COMPONENTS / GAMING MONITORS",79,,"Product Type is invalid or not supported"
"G34WQC A","GIGABYTE G34WQC A 34"" 144Hz Ultra-Wide Curved Gaming Monitor","PC COMPONENTS / GAMING MONITORS",137,,"Product Type is invalid or not supported"
GV-N166SOC-6GD,"GIGABYTE GeForce GTX 1660 SUPER OC 6GB GDDR6 Graphics Card","PC COMPONENTS / GRAPHICS CARD",95,,"Product Type is invalid or not supported"
"GV-N4060AERO OC-8GD","GIGABYTE GeForce RTX 4060 AERO OC 8G VGA","PC COMPONENTS / GRAPHICS CARD",119,,"Product Type is invalid or not supported"
M32UC,"GIGABYTE M32UC 31.5'' UHD 144HZ CURVED GAMING MONITOR","PC COMPONENTS / GAMING MONITORS",229,,"Product Type is invalid or not supported"
"B760 A ELITE AX DDR4","GIGABYTE MB B760 A ELITE AX DDR4","PC COMPONENTS / MOTHERBOARD",69,,"Product Type is invalid or not supported"
"B760M AORUS ELITE AX DDR4","GIGABYTE MB B760M AORUS ELITE AX DDR4 (rev. 1.0)","PC COMPONENTS / MOTHERBOARD",54,,"Product Type is invalid or not supported"
"B760M AORUS PRO AX DDR4","GIGABYTE MB B760M AORUS PRO AX DDR4 (rev. 1.0)","PC COMPONENTS / MOTHERBOARD",62,,"Product Type is invalid or not supported"
"Z790 UD AC","GIGABYTE MB Z790 UD AC ATX MOTHERBOARD","PC COMPONENTS / MOTHERBOARD",77,,"Product Type is invalid or not supported"
"Z790 UD","GIGABYTE MB Z790 UD DDR5","PC COMPONENTS / MOTHERBOARD",72,,"Product Type is invalid or not supported"
"H610M H V2 DDR4","GIGABYTE MOTHERBOARD H610M H V2 DDR4","PC COMPONENTS / MOTHERBOARD",28,,"Product Type is invalid or not supported"
"GV-N3050EAGLE OC-8GD  1.0","GIGABYTE VGA 3050 EAGLE OC 8GB","PC COMPONENTS / GRAPHICS CARD",122,,"Product Type is invalid or not supported"
"Z790 A ELITE AX DDR4","GIGABYTE Z790 A ELITE AX DDR4 1.0 Motherboard","PC COMPONENTS / MOTHERBOARD",80,,"Product Type is invalid or not supported"
"Z790 GAMING X AX","GIGABYTE Z790 GAMING X AX 1.0 Motherboard","PC COMPONENTS / MOTHERBOARD",89,,"Product Type is invalid or not supported"
"Z790 UD AX","GIGABYTE Z790 UD AX 1.0 Motherboard","PC COMPONENTS / MOTHERBOARD",79,,"Product Type is invalid or not supported"
6936685220003,"GameSir DSXX02 Dual Controller Charging Station for Xbox Controller","XBOX / CHARGERS",10.75,,"Product Type is invalid or not supported"
6936685220010,"GameSir DSXX03 Thumb Grip Pack for Xbox Controller","XBOX / SKINS / STICKERS",4.75,,"Product Type is invalid or not supported"
6936685217881,"GameSir F2 Firestick Grip Black",,6.75,,"Product Type is invalid or not supported"
6936685219304,"GameSir F3 Plus Conduction Grip Black",,15,,"Product Type is invalid or not supported"
6936685219076,"GameSir G6 Mobile Gaming Touchscreen Controller - Black",,15,,"Product Type is invalid or not supported"
6936685219090,"GameSir GK300 Wireless Mechanical Gaming Keyboard - Grey","PC COMPONENTS / KEYBOARDS & ACCESSORIES",25,,"Product Type is invalid or not supported"
6936685220058,"GameSir X100 Rechargeble Lithium Ion Battery Pack 1600mAh - Black","XBOX / CHARGERS",9.75,,"Product Type is invalid or not supported"
GPFP3001WS,"Gamer Gear Faceplate for PS5 Controller - Glossy Chameleon Blue Purple","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFP3002WS,"Gamer Gear Faceplate for PS5 Controller - Glossy Chameleon Green Purple","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFP3023WS,"Gamer Gear Faceplate for PS5 Controller - Glossy Chameleon Pink Green","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFD4004WS,"Gamer Gear Faceplate for PS5 Controller - Glossy Chrome Blue","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFD4003WS,"Gamer Gear Faceplate for PS5 Controller - Glossy Chrome Red","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFS2010WS,"Gamer Gear Faceplate for PS5 Controller - Soft Touch Brushed Silver","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFS2006WS,"Gamer Gear Faceplate for PS5 Controller - Soft Touch Crazy Red Skull","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
GPFP3003WS,"Gamer Gear Faceplate for PS5 Controller - Soft Touch Vampire Red","PLAYSTATION / CONTROLLER PLATES",6,,"Product Type is invalid or not supported"
GPFS2001WS,"Gamer Gear Faceplate for PS5 Controller - Soft Touch Wooden Grain","PLAYSTATION / CONSOLE PLATES",6,,"Product Type is invalid or not supported"
ITEM25475,"Gamer Gear Groovy Cat Sticker For Oculus Quest 2 - Black","VR GAMING / STICKERS",7.75,,"Product Type is invalid or not supported"
ITEM25470,"Gamer Gear Iron Man Front Cover For Oculus Quest 2 - Black","VR GAMING / FACEPLATES",7.75,,"Product Type is invalid or not supported"
ITEM25460,"Gamer Gear Led Kit For PS5 - Black","PLAYSTATION / ACCESSORIES",9.9,,"Product Type is invalid or not supported"
ITEM25468,"Gamer Gear Link USB - C to USB3.0 5M For Oculus Quest 2 - Black","VR GAMING / VR ACCESSORIES",9.9,,"Product Type is invalid or not supported"
ITEM25476,"Gamer Gear Mazinger Sticker For Oculus Quest 2 - Black","VR GAMING / STICKERS",7.75,,"Product Type is invalid or not supported"
ITEM25466,"Gamer Gear Non-Slip Keyboard Handle Cover for Oculus Quest 2 - Black","VR GAMING / VR ACCESSORIES",12,,"Product Type is invalid or not supported"
ITEM21275,"Gamer Gear PS4 Console Faceplate Sticker - Destiny","PLAYSTATION / STICKERS",6,,"Product Type is invalid or not supported"
,"Gamer Gear PS4 Console Faceplate Sticker - Kingdom Hearts",,6,,"Product Type is invalid or not supported"
,"Gamer Gear PS4 Console Faceplate Sticker - MineCraft",,6,,"Product Type is invalid or not supported"
,"Gamer Gear PS4 Console Faceplate Sticker - The Last of Us",,1,,"Product Type is invalid or not supported"
ITEM21274,"Gamer Gear PS4 Console Faceplate Sticker - The Last of Us",,6,,"Product Type is invalid or not supported"
ITEM21273,"Gamer Gear PS4 Console Faceplate Sticker - Witcher 3",,6,,"Product Type is invalid or not supported"
ITEM21226,"Gamer Gear PS5 Console Bag - Grey","PLAYSTATION / ACCESSORIES",12.75,,"Product Type is invalid or not supported"
ITEM21227,"Gamer Gear PS5 Controller Anti-Slip Sticker - Black","PLAYSTATION / ACCESSORIES",6,,"Product Type is invalid or not supported"
HPX001-BLU,"Gamer Gear PS5 Controller FacePlate - Blue","PLAYSTATION / CONSOLE PLATES",5,,"Product Type is invalid or not supported"
HPX003-BLU,"Gamer Gear PS5 Controller FacePlate - Camo Blue","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX003-GRY,"Gamer Gear PS5 Controller FacePlate - Camo Gray","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX003-GRN,"Gamer Gear PS5 Controller FacePlate - Camo Green","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX003-RED,"Gamer Gear PS5 Controller FacePlate - Camo Red","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX001-GRY,"Gamer Gear PS5 Controller FacePlate - Grey","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX001-LBLU,"Gamer Gear PS5 Controller FacePlate - Light Blue","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX001-PRL,"Gamer Gear PS5 Controller FacePlate - Purple","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX001-RED,"Gamer Gear PS5 Controller FacePlate - Red","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX001-SIL,"Gamer Gear PS5 Controller FacePlate - Silver","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX002-BLU,"Gamer Gear PS5 Controller FacePlate - Transparent Blue","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX002-GRN,"Gamer Gear PS5 Controller FacePlate - Transparent Green","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX002-ONG,"Gamer Gear PS5 Controller FacePlate - Transparent Orange","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
HPX002-PK,"Gamer Gear PS5 Controller FacePlate - Transparent Pink","PLAYSTATION / CONTROLLER PLATES",5,,"Product Type is invalid or not supported"
TP5-0596-GLD,"Gamer Gear PS5 Digital Console FacePlate - Gold",,9.9,,"Product Type is invalid or not supported"
TP5-0596-SIL,"Gamer Gear PS5 Digital Console FacePlate - Silver",,9.9,,"Product Type is invalid or not supported"
ITEM21240,"Gamer Gear PS5 Digital Console Faceplate - Cosmic Red",,12.75,,"Product Type is invalid or not supported"
ITEM21237,"Gamer Gear PS5 Digital Console Faceplate - Red",,9.9,,"Product Type is invalid or not supported"
ITEM21243,"Gamer Gear PS5 Digital Console Faceplate - Transparent Black",,12.75,,"Product Type is invalid or not supported"
ITEM21241,"Gamer Gear PS5 Digital Console Faceplate - Transparent Blue",,12.75,,"Product Type is invalid or not supported"
ITEM21242,"Gamer Gear PS5 Digital Console Faceplate - Transparent Clear",,12.75,,"Product Type is invalid or not supported"
ITEM21259,"Gamer Gear PS5 Digital Console Faceplate Sticker - Apex Legends",,6,,"Product Type is invalid or not supported"
ITEM21258,"Gamer Gear PS5 Digital Console Faceplate Sticker - Black",,1,,"Product Type is invalid or not supported"
ITEM21257,"Gamer Gear PS5 Digital Console Faceplate Sticker - Deadpool",,6,,"Product Type is invalid or not supported"
ITEM21262,"Gamer Gear PS5 Digital Console Faceplate Sticker - Fortnite",,6,,"Product Type is invalid or not supported"
ITEM21260,"Gamer Gear PS5 Digital Console Faceplate Sticker - Resident Evil",,6,,"Product Type is invalid or not supported"
ITEM21261,"Gamer Gear PS5 Digital Console Faceplate Sticker - Universe",,6,,"Product Type is invalid or not supported"
TP5-0582-BK,"Gamer Gear PS5 Disc Console FacePlate - Black",,9.9,,"Product Type is invalid or not supported"
TP5-0582-BLU,"Gamer Gear PS5 Disc Console FacePlate - Blue",,9.9,,"Product Type is invalid or not supported"
TP5-0582-GLD,"Gamer Gear PS5 Disc Console FacePlate - Gold",,9.9,,"Product Type is invalid or not supported"
TP5-0582-RED,"Gamer Gear PS5 Disc Console FacePlate - Red",,9.9,,"Product Type is invalid or not supported"
TP5-0582-SIL,"Gamer Gear PS5 Disc Console FacePlate - Silver",,1,,"Product Type is invalid or not supported"
ITEM20693,"Gamer Gear PS5 Disc Console FacePlate - Transparent Clear",,12.75,,"Product Type is invalid or not supported"
ITEM25461,"Gamer Gear PS5 Disc Console Faceplate - Cosmic Blue","PLAYSTATION / CONSOLE PLATES",12.75,,"Product Type is invalid or not supported"
ITEM21235,"Gamer Gear PS5 Disc Console Faceplate - Cosmic Red",,12.75,,"Product Type is invalid or not supported"
ITEM21239,"Gamer Gear PS5 Disc Console Faceplate - Matte Translucent Black",,12.75,,"Product Type is invalid or not supported"
ITEM20694,"Gamer Gear PS5 Disc Console Faceplate - Transparent Black",,12.75,,"Product Type is invalid or not supported"
ITEM20695,"Gamer Gear PS5 Disc Console Faceplate - Transparent Blue",,12.75,,"Product Type is invalid or not supported"
ITEM21249,"Gamer Gear PS5 Disc Console Faceplate Sticker - Assassin's Creed Valhalla",,6,,"Product Type is invalid or not supported"
ITEM21246,"Gamer Gear PS5 Disc Console Faceplate Sticker - Camo",,6,,"Product Type is invalid or not supported"
ITEM21247,"Gamer Gear PS5 Disc Console Faceplate Sticker - Camo Orange Black",,6,,"Product Type is invalid or not supported"
ITEM21251,"Gamer Gear PS5 Disc Console Faceplate Sticker - Carbon",,8.9,,"Product Type is invalid or not supported"
ITEM21244,"Gamer Gear PS5 Disc Console Faceplate Sticker - Cyberpunk",,1,,"Product Type is invalid or not supported"
ITEM21252,"Gamer Gear PS5 Disc Console Faceplate Sticker - Dragon Ball",,6,,"Product Type is invalid or not supported"
ITEM21254,"Gamer Gear PS5 Disc Console Faceplate Sticker - Final Fantasy VII",,6,,"Product Type is invalid or not supported"
ITEM21255,"Gamer Gear PS5 Disc Console Faceplate Sticker - Fortnite",,6,,"Product Type is invalid or not supported"
ITEM21253,"Gamer Gear PS5 Disc Console Faceplate Sticker - GOW",,6,,"Product Type is invalid or not supported"
ITEM21245,"Gamer Gear PS5 Disc Console Faceplate Sticker - Mortal Kombat",,6,,"Product Type is invalid or not supported"
ITEM21250,"Gamer Gear PS5 Disc Console Faceplate Sticker - Rick and Morty",,6,,"Product Type is invalid or not supported"
ITEM21256,"Gamer Gear PS5 Disc Console Faceplate Sticker - Spiderman",,6,,"Product Type is invalid or not supported"
ITEM20697,"Gamer Gear PS5 Disc Console Faceplate Sticker - The Last of Us",,6,,"Product Type is invalid or not supported"
ITEM21248,"Gamer Gear PS5 Disc Console Faceplate Sticker - The Last of Us",,6,,"Product Type is invalid or not supported,Url key: 'gamer-gear-ps5-disc-console-faceplate-sticker-the-last-of-us' was already generated for an item with the SKU: 'ITEM20697'. You need to specify the unique URL key manually"
ITEM20696,"Gamer Gear PS5 Disc Console Faceplate Sticker - The Witcher Pattern",,6,,"Product Type is invalid or not supported"
ITEM25464,"Gamer Gear PS5 Disc Console Faceplate With Fan - Shiny Gold","PLAYSTATION / CONSOLE PLATES",15.75,,"Product Type is invalid or not supported"
ITEM25462,"Gamer Gear PS5 Disc Console Faceplate with Fan - Black","PLAYSTATION / CONSOLE PLATES",12.75,,"Product Type is invalid or not supported"
ITEM25463,"Gamer Gear PS5 Disc Console Faceplate with Fan - White",,12.75,,"Product Type is invalid or not supported"
ITEM25473,"Gamer Gear Panda Sticker For Oculus Quest 2 - Black","VR GAMING / STICKERS",7.75,,"Product Type is invalid or not supported"
ITEM25471,"Gamer Gear Pikach Front Cover For Oculus Quest 2 - Black","VR GAMING / FACEPLATES",7.75,,"Product Type is invalid or not supported"
ITEM25472,"Gamer Gear Reflect Front Cover For Oculus Quest 2 - Black",,7.75,,"Product Type is invalid or not supported"
ITEM25469,"Gamer Gear Spiderman Front Cover For Oculus Quest 2 - Black",,7.75,,"Product Type is invalid or not supported"
ITEM25477,"Gamer Gear Spiderman Sticker For Oculus Quest 2 - Black",,7.75,,"Product Type is invalid or not supported"
ITEM25474,"Gamer Gear Stromtrooper Sticker For Oculus Quest 2 - Black",,7.75,,"Product Type is invalid or not supported"
ITEM21264,"Gamer Gear Xbox Series S Console Faceplate Sticker - Fortnite",,6,,"Product Type is invalid or not supported"
ITEM21265,"Gamer Gear Xbox Series S Console Faceplate Sticker - Marvel",,6,,"Product Type is invalid or not supported"
ITEM21263,"Gamer Gear Xbox Series S Console Faceplate Sticker - One Piece Tony Tony Chopper",,6,,"Product Type is invalid or not supported"
ITEM21269,"Gamer Gear Xbox Series X Console Faceplate Sticker - Galaxy",,6,,"Product Type is invalid or not supported"
ITEM21266,"Gamer Gear Xbox Series X Console Faceplate Sticker - Kingdom Hearts",,6,,"Product Type is invalid or not supported"
ITEM21268,"Gamer Gear Xbox Series X Console Faceplate Sticker - Overwatch",,6,,"Product Type is invalid or not supported"
ITEM21267,"Gamer Gear Xbox Series X Console Faceplate Sticker - Witcher 3",,6,,"Product Type is invalid or not supported"
"GV-N407TAORUS E-12GD","Gigabyte 4070 Ti AORUS ELITE 12GB GRAPHIC CARD","PC COMPONENTS / GRAPHICS CARD",323,,"Product Type is invalid or not supported"
"GV-N407TAORUS M-12GD","Gigabyte 4070 Ti AORUS MASTER 12GB GRAPHIC CARD","PC COMPONENTS / GRAPHICS CARD",342,,"Product Type is invalid or not supported"
"GV-N407TEAGLE OC-12GD","Gigabyte 4070 Ti Eagle OC 12GB GRAPHIC CARD","PC COMPONENTS / GRAPHICS CARD",309,,"Product Type is invalid or not supported"
GP-AMP500,"Gigabyte AMP500 Mouse Pad","ACCESSORIES / MOUSEPAD",7,,"Product Type is invalid or not supported"
GP-AGC300,"Gigabyte AORUS AGC300 Gaming Chair","ACCESSORIES / GAMING CHAIRS & DESKS / GAMING CHAIRS",69,,"Product Type is invalid or not supported"
FI32Q-X,"Gigabyte AORUS FI32Q-X 2K 240Hz HDMI 2.1 Gaming Monitor","PC COMPONENTS / GAMING MONITORS",349,,"Product Type is invalid or not supported"
FO48U,"Gigabyte AORUS FO48U 3840 x 2160 @120HZ 4K HDMI 2.1 Gaming Monitor","PC COMPONENTS / GAMING MONITORS",319,,"Product Type is invalid or not supported"
"GV-N406TAORUS E-8GD","Gigabyte AORUS GeForce RTX 4060 Ti ELITE 8G","PC COMPONENTS / GRAPHICS CARD",169,,"Product Type is invalid or not supported"
GM-AORUS-M4,"Gigabyte AORUS M4 RGB 6400 DPI Optical Mouse","PC COMPONENTS / MOUSE",11,,"Product Type is invalid or not supported"
GP-AORUSLIQUIDCOOLER280,"Gigabyte AORUS RGB AIO Liquid Cooler 280","PC COMPONENTS / FANS & COOLERS",69,,"Product Type is invalid or not supported"
FV43U-EK,"Gigabyte Aorus FV43U-EK 43 Inch 144Hz 4K HDMI 2.1","PC COMPONENTS / GAMING MONITORS",279,,"Product Type is invalid or not supported"
"G32QC A-EK","Gigabyte G32QC 31.5 Inch QHD 165Hz Curved Gaming Monitor","PC COMPONENTS / GAMING MONITORS",135,,"Product Type is invalid or not supported"
"GV-N4080AERO OC-16GD","Gigabyte GeForce 4080 16GB AERO OC","PC COMPONENTS / GRAPHICS CARD",419,,"Product Type is invalid or not supported"
GV-N1660OC-6GD,"Gigabyte GeForce GTX 1660 OC 6G Graphics Card","PC COMPONENTS / GRAPHICS CARD",89,,"Product Type is invalid or not supported"
GV-N166TOC-6GD,"Gigabyte GeForce GTX 1660 Ti OC 6GB GDDR6 Graphics Card","PC COMPONENTS / GRAPHICS CARD",99,,"Product Type is invalid or not supported"
GV-N3050EAGLE-8GD,"Gigabyte GeForce RTX 3050 EAGLE 8G NVIDIA 8 GB GDDR6","PC COMPONENTS / GRAPHICS CARD",112,,"Product Type is invalid or not supported"
"GV-N406TAERO OC-16GD","Gigabyte GeForce RTX 4060 Ti AERO OC 16G","PC COMPONENTS / GRAPHICS CARD",192,,"Product Type is invalid or not supported"
"GV-N406TAERO OC-8GD","Gigabyte GeForce RTX 4060 Ti AERO OC 8G","PC COMPONENTS / GRAPHICS CARD",159,,"Product Type is invalid or not supported"
GV-N406TEAGLE-8GD,"Gigabyte GeForce RTX 4060 Ti EAGLE 8G","PC COMPONENTS / GRAPHICS CARD",149,,"Product Type is invalid or not supported"
"GV-N406TGAMING OC-16GD","Gigabyte GeForce RTX 4060 Ti GAMING OC 16G","PC COMPONENTS / GRAPHICS CARD",189,,"Product Type is invalid or not supported"
"GV-N406TGAMING OC-8GD","Gigabyte GeForce RTX 4060 Ti GAMING OC 8G","PC COMPONENTS / GRAPHICS CARD",158,,"Product Type is invalid or not supported"
"GV-N4090GAMING OC-24GD","Gigabyte GeForce RTX 4090 GAMING OC 24GD","PC COMPONENTS / GRAPHICS CARD",590,,"Product Type is invalid or not supported"
"H610M S2H V2 DDR4","Gigabyte H610M S2H V2 DDR4 (rev. 1.0) MB","PC COMPONENTS / MOTHERBOARD",29,,"Product Type is invalid or not supported"
M28U-EK,"Gigabyte M28U 144Hz 4k HDMI 2.1Gaming Monitor","PC COMPONENTS / GAMING MONITORS",199,,"Product Type is invalid or not supported"
M32U-EK,"Gigabyte M32U HDMI 2.1 32"" 144Hz 4K Gaming Monitor","PC COMPONENTS / GAMING MONITORS",269,,"Product Type is invalid or not supported"
